ticker,company_name,sector,year,match_type,stated_year_used,stated_lag_years,align_cosine_raw,align_cosine_centered,authenticity_score,top_say,top_do,largest_overclaim,overclaim_gap,largest_underclaim,underclaim_gap
AMZN,Amazon,Consumer Discretionary,2018,same_year,2018,0,0.4711,-0.3778,31.1,innovation_technology,financial_growth_shareholder,sustainability_environment,0.1383,financial_growth_shareholder,-0.3598
AMZN,Amazon,Consumer Discretionary,2019,same_year,2019,0,0.6372,0.4045,70.2,innovation_technology,financial_growth_shareholder,community_social_impact,0.1339,financial_growth_shareholder,-0.2591
AMZN,Amazon,Consumer Discretionary,2020,same_year,2020,0,0.8737,0.19,59.5,innovation_technology,financial_growth_shareholder,customer_focus,0.0981,integrity_ethics,-0.0809
AMZN,Amazon,Consumer Discretionary,2021,same_year,2021,0,0.6482,0.617,80.8,innovation_technology,diversity_inclusion,community_social_impact,0.1274,diversity_inclusion,-0.1979
AMZN,Amazon,Consumer Discretionary,2022,carried_forward,2021,1,0.6527,0.6385,81.9,innovation_technology,people_talent,customer_focus,0.1491,diversity_inclusion,-0.1769
AMZN,Amazon,Consumer Discretionary,2023,carried_forward,2021,2,0.6352,0.6065,80.3,innovation_technology,financial_growth_shareholder,community_social_impact,0.1525,financial_growth_shareholder,-0.1684
AMZN,Amazon,Consumer Discretionary,2024,same_year,2024,0,0.7102,0.1615,58.1,innovation_technology,innovation_technology,innovation_technology,0.1947,financial_growth_shareholder,-0.1506
F,Ford Motor,Consumer Discretionary,2016,same_year,2016,0,0.3682,0.2769,63.8,innovation_technology,financial_growth_shareholder,innovation_technology,0.4089,financial_growth_shareholder,-0.3041
F,Ford Motor,Consumer Discretionary,2017,same_year,2017,0,0.2961,0.0018,50.1,customer_focus,financial_growth_shareholder,customer_focus,0.6015,financial_growth_shareholder,-0.2648
F,Ford Motor,Consumer Discretionary,2018,same_year,2018,0,0.0588,-0.1187,44.1,customer_focus,financial_growth_shareholder,customer_focus,0.9772,financial_growth_shareholder,-0.25
F,Ford Motor,Consumer Discretionary,2019,same_year,2019,0,0.3172,0.0898,54.5,customer_focus,financial_growth_shareholder,customer_focus,0.552,financial_growth_shareholder,-0.2787
F,Ford Motor,Consumer Discretionary,2020,same_year,2020,0,0.2708,-0.1835,40.8,customer_focus,financial_growth_shareholder,customer_focus,0.3905,financial_growth_shareholder,-0.2054
F,Ford Motor,Consumer Discretionary,2021,same_year,2021,0,0.3748,0.2916,64.6,innovation_technology,financial_growth_shareholder,innovation_technology,0.2586,financial_growth_shareholder,-0.1896
F,Ford Motor,Consumer Discretionary,2022,carried_forward,2021,1,0.3372,0.1953,59.8,innovation_technology,financial_growth_shareholder,community_social_impact,0.2682,financial_growth_shareholder,-0.2181
F,Ford Motor,Consumer Discretionary,2023,carried_forward,2021,2,0.3022,-0.2069,39.7,innovation_technology,people_talent,community_social_impact,0.2742,people_talent,-0.2115
F,Ford Motor,Consumer Discretionary,2024,carried_forward,2021,3,0.3382,-0.2494,37.5,innovation_technology,financial_growth_shareholder,community_social_impact,0.2724,financial_growth_shareholder,-0.207
HD,Home Depot,Consumer Discretionary,2016,same_year,2016,0,0.1277,-0.3013,34.9,community_social_impact,financial_growth_shareholder,community_social_impact,0.5791,financial_growth_shareholder,-0.3438
HD,Home Depot,Consumer Discretionary,2017,same_year,2017,0,0.1274,-0.4679,26.6,people_talent,financial_growth_shareholder,sustainability_environment,0.3242,financial_growth_shareholder,-0.3371
HD,Home Depot,Consumer Discretionary,2018,same_year,2018,0,0.042,-0.1293,43.5,sustainability_environment,financial_growth_shareholder,sustainability_environment,0.5916,financial_growth_shareholder,-0.3309
HD,Home Depot,Consumer Discretionary,2019,same_year,2019,0,0.1628,-0.2961,35.2,sustainability_environment,financial_growth_shareholder,sustainability_environment,0.3653,financial_growth_shareholder,-0.3116
HD,Home Depot,Consumer Discretionary,2020,same_year,2020,0,0.4426,-0.0498,47.5,people_talent,financial_growth_shareholder,community_social_impact,0.3157,financial_growth_shareholder,-0.3258
HD,Home Depot,Consumer Discretionary,2021,same_year,2021,0,0.1911,-0.0952,45.2,community_social_impact,financial_growth_shareholder,community_social_impact,0.438,financial_growth_shareholder,-0.3299
HD,Home Depot,Consumer Discretionary,2022,same_year,2022,0,0.4604,0.1427,57.1,community_social_impact,financial_growth_shareholder,community_social_impact,0.262,financial_growth_shareholder,-0.294
HD,Home Depot,Consumer Discretionary,2023,same_year,2023,0,0.298,-0.143,42.8,sustainability_environment,financial_growth_shareholder,sustainability_environment,0.3655,financial_growth_shareholder,-0.3169
HD,Home Depot,Consumer Discretionary,2024,same_year,2024,0,0.6746,0.6803,84.0,community_social_impact,financial_growth_shareholder,community_social_impact,0.3554,integrity_ethics,-0.1416
LOW,Lowe's,Consumer Discretionary,2020,same_year,2020,0,0.5695,0.5143,75.7,community_social_impact,financial_growth_shareholder,community_social_impact,0.4774,people_talent,-0.2247
LOW,Lowe's,Consumer Discretionary,2021,same_year,2021,0,0.5636,0.5616,78.1,community_social_impact,financial_growth_shareholder,community_social_impact,0.468,people_talent,-0.1678
LOW,Lowe's,Consumer Discretionary,2022,same_year,2022,0,0.5096,0.5822,79.1,community_social_impact,financial_growth_shareholder,community_social_impact,0.4756,people_talent,-0.1905
LOW,Lowe's,Consumer Discretionary,2023,same_year,2023,0,0.5579,0.6605,83.0,community_social_impact,financial_growth_shareholder,community_social_impact,0.4807,diversity_inclusion,-0.1319
LOW,Lowe's,Consumer Discretionary,2024,same_year,2024,0,0.5435,0.6385,81.9,community_social_impact,financial_growth_shareholder,community_social_impact,0.4715,people_talent,-0.1427
MCD,McDonald's,Consumer Discretionary,2016,same_year,2016,0,0.105,0.0578,52.9,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.5643,financial_growth_shareholder,-0.465
MCD,McDonald's,Consumer Discretionary,2017,same_year,2017,0,0.1528,0.1624,58.1,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.5525,financial_growth_shareholder,-0.3998
MCD,McDonald's,Consumer Discretionary,2018,same_year,2018,0,0.1834,0.1777,58.9,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.5493,financial_growth_shareholder,-0.3573
MCD,McDonald's,Consumer Discretionary,2019,same_year,2019,0,0.1965,0.2077,60.4,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.5268,financial_growth_shareholder,-0.35
MCD,McDonald's,Consumer Discretionary,2020,same_year,2020,0,0.1969,0.1778,58.9,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.5308,financial_growth_shareholder,-0.3323
MCD,McDonald's,Consumer Discretionary,2021,same_year,2021,0,0.229,0.2794,64.0,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.5281,financial_growth_shareholder,-0.3225
MCD,McDonald's,Consumer Discretionary,2023,same_year,2023,0,0.3618,0.6919,84.6,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.5426,financial_growth_shareholder,-0.2284
MCD,McDonald's,Consumer Discretionary,2024,same_year,2024,0,0.366,0.5901,79.5,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.5429,financial_growth_shareholder,-0.2559
NKE,Nike,Consumer Discretionary,2016,same_year,2016,0,0.1089,-0.3703,31.5,innovation_technology,financial_growth_shareholder,innovation_technology,0.5094,financial_growth_shareholder,-0.3057
NKE,Nike,Consumer Discretionary,2017,same_year,2017,0,0.093,-0.198,40.1,innovation_technology,financial_growth_shareholder,innovation_technology,0.5115,financial_growth_shareholder,-0.3856
NKE,Nike,Consumer Discretionary,2018,same_year,2018,0,0.635,0.1211,56.1,innovation_technology,financial_growth_shareholder,innovation_technology,0.1957,integrity_ethics,-0.1628
NKE,Nike,Consumer Discretionary,2019,same_year,2019,0,0.4788,-0.479,26.1,innovation_technology,financial_growth_shareholder,innovation_technology,0.2243,financial_growth_shareholder,-0.2176
NKE,Nike,Consumer Discretionary,2020,same_year,2020,0,0.5414,-0.5593,22.0,innovation_technology,financial_growth_shareholder,innovation_technology,0.1561,financial_growth_shareholder,-0.2876
NKE,Nike,Consumer Discretionary,2021,same_year,2021,0,0.6953,0.519,76.0,innovation_technology,diversity_inclusion,innovation_technology,0.1241,financial_growth_shareholder,-0.1807
NKE,Nike,Consumer Discretionary,2022,same_year,2022,0,0.6156,-0.4507,27.5,innovation_technology,people_talent,innovation_technology,0.144,financial_growth_shareholder,-0.2455
NKE,Nike,Consumer Discretionary,2023,carried_forward,2022,1,0.6702,0.2938,64.7,innovation_technology,diversity_inclusion,innovation_technology,0.1459,financial_growth_shareholder,-0.2011
NKE,Nike,Consumer Discretionary,2024,carried_forward,2022,2,0.6301,-0.0096,49.5,innovation_technology,financial_growth_shareholder,innovation_technology,0.1454,financial_growth_shareholder,-0.2355
SBUX,Starbucks,Consumer Discretionary,2016,same_year,2016,0,0.2315,-0.0665,46.7,customer_focus,financial_growth_shareholder,customer_focus,0.5988,financial_growth_shareholder,-0.3452
SBUX,Starbucks,Consumer Discretionary,2017,same_year,2017,0,0.0817,-0.0858,45.7,customer_focus,financial_growth_shareholder,customer_focus,0.3876,financial_growth_shareholder,-0.3576
SBUX,Starbucks,Consumer Discretionary,2018,same_year,2018,0,0.0976,-0.14,43.0,customer_focus,financial_growth_shareholder,quality_excellence,0.3128,financial_growth_shareholder,-0.2985
SBUX,Starbucks,Consumer Discretionary,2019,same_year,2019,0,0.1536,0.078,53.9,customer_focus,financial_growth_shareholder,community_social_impact,0.3036,financial_growth_shareholder,-0.2656
SBUX,Starbucks,Consumer Discretionary,2020,same_year,2020,0,0.2105,0.0738,53.7,customer_focus,financial_growth_shareholder,quality_excellence,0.3049,financial_growth_shareholder,-0.2026
SBUX,Starbucks,Consumer Discretionary,2021,same_year,2021,0,0.2333,0.1678,58.4,customer_focus,diversity_inclusion,quality_excellence,0.3031,diversity_inclusion,-0.1826
SBUX,Starbucks,Consumer Discretionary,2022,same_year,2022,0,0.4013,-0.0204,49.0,customer_focus,financial_growth_shareholder,customer_focus,0.2178,financial_growth_shareholder,-0.2119
SBUX,Starbucks,Consumer Discretionary,2023,same_year,2023,0,0.367,-0.1726,41.4,customer_focus,financial_growth_shareholder,customer_focus,0.1823,financial_growth_shareholder,-0.2282
TGT,Target,Consumer Discretionary,2018,same_year,2018,0,0.2875,0.0363,51.8,diversity_inclusion,financial_growth_shareholder,community_social_impact,0.4294,financial_growth_shareholder,-0.3912
TGT,Target,Consumer Discretionary,2019,same_year,2019,0,0.2445,-0.0572,47.1,diversity_inclusion,financial_growth_shareholder,community_social_impact,0.4298,financial_growth_shareholder,-0.3904
TGT,Target,Consumer Discretionary,2020,carried_forward,2019,1,0.2619,-0.0403,48.0,diversity_inclusion,financial_growth_shareholder,community_social_impact,0.4316,financial_growth_shareholder,-0.3749
TGT,Target,Consumer Discretionary,2021,carried_forward,2019,2,0.2471,-0.1532,42.3,diversity_inclusion,financial_growth_shareholder,community_social_impact,0.4266,financial_growth_shareholder,-0.3701
TGT,Target,Consumer Discretionary,2022,carried_forward,2019,3,0.3194,-0.0036,49.8,diversity_inclusion,financial_growth_shareholder,community_social_impact,0.4197,financial_growth_shareholder,-0.3097
TGT,Target,Consumer Discretionary,2023,carried_forward,2019,4,0.332,-0.0376,48.1,diversity_inclusion,financial_growth_shareholder,community_social_impact,0.4247,financial_growth_shareholder,-0.2743
TGT,Target,Consumer Discretionary,2024,carried_forward,2019,5,0.3115,0.0215,51.1,diversity_inclusion,financial_growth_shareholder,diversity_inclusion,0.4205,financial_growth_shareholder,-0.2607
TJX,TJX Companies,Consumer Discretionary,2017,same_year,2017,0,0.5181,0.5573,77.9,global_scale_reach,financial_growth_shareholder,global_scale_reach,0.2405,diversity_inclusion,-0.1711
TJX,TJX Companies,Consumer Discretionary,2018,same_year,2018,0,0.484,0.5517,77.6,customer_focus,financial_growth_shareholder,customer_focus,0.2581,financial_growth_shareholder,-0.5742
TJX,TJX Companies,Consumer Discretionary,2019,same_year,2019,0,0.5237,0.3903,69.5,global_scale_reach,financial_growth_shareholder,customer_focus,0.207,integrity_ethics,-0.2078
TJX,TJX Companies,Consumer Discretionary,2020,same_year,2020,0,0.5375,0.537,76.8,customer_focus,financial_growth_shareholder,customer_focus,0.2233,integrity_ethics,-0.1733
TJX,TJX Companies,Consumer Discretionary,2021,same_year,2021,0,0.6575,0.6682,83.4,customer_focus,financial_growth_shareholder,customer_focus,0.2227,integrity_ethics,-0.1681
TJX,TJX Companies,Consumer Discretionary,2022,same_year,2022,0,0.6641,0.6668,83.3,customer_focus,financial_growth_shareholder,customer_focus,0.2033,integrity_ethics,-0.1619
TJX,TJX Companies,Consumer Discretionary,2023,same_year,2023,0,0.6041,0.5383,76.9,customer_focus,financial_growth_shareholder,customer_focus,0.2705,integrity_ethics,-0.1713
TJX,TJX Companies,Consumer Discretionary,2024,carried_forward,2023,1,0.6191,0.4945,74.7,customer_focus,financial_growth_shareholder,customer_focus,0.2636,integrity_ethics,-0.1975
TSLA,Tesla,Consumer Discretionary,2016,same_year,2016,0,0.252,0.0064,50.3,innovation_technology,diversity_inclusion,sustainability_environment,0.3395,diversity_inclusion,-0.2874
TSLA,Tesla,Consumer Discretionary,2017,same_year,2017,0,0.3094,-0.157,42.2,sustainability_environment,integrity_ethics,sustainability_environment,0.2556,integrity_ethics,-0.275
TSLA,Tesla,Consumer Discretionary,2018,same_year,2018,0,0.321,0.0372,51.9,sustainability_environment,integrity_ethics,sustainability_environment,0.3338,integrity_ethics,-0.2599
TSLA,Tesla,Consumer Discretionary,2019,same_year,2019,0,0.3118,-0.1071,44.6,sustainability_environment,diversity_inclusion,sustainability_environment,0.3284,diversity_inclusion,-0.255
TSLA,Tesla,Consumer Discretionary,2020,same_year,2020,0,0.3262,-0.0445,47.8,innovation_technology,diversity_inclusion,sustainability_environment,0.3119,diversity_inclusion,-0.2272
TSLA,Tesla,Consumer Discretionary,2021,same_year,2021,0,0.3055,-0.0913,45.4,innovation_technology,diversity_inclusion,sustainability_environment,0.304,diversity_inclusion,-0.2979
TSLA,Tesla,Consumer Discretionary,2022,same_year,2022,0,0.4794,0.1491,57.5,innovation_technology,diversity_inclusion,innovation_technology,0.2715,diversity_inclusion,-0.2375
TSLA,Tesla,Consumer Discretionary,2023,same_year,2023,0,0.3142,-0.0825,45.9,sustainability_environment,diversity_inclusion,sustainability_environment,0.3701,diversity_inclusion,-0.2912
TSLA,Tesla,Consumer Discretionary,2024,same_year,2024,0,0.2347,-0.3744,31.3,sustainability_environment,financial_growth_shareholder,sustainability_environment,0.3602,financial_growth_shareholder,-0.303
COP,ConocoPhillips,Energy,2017,same_year,2017,0,0.4077,-0.3264,33.7,innovation_technology,people_talent,innovation_technology,0.2505,people_talent,-0.2586
COP,ConocoPhillips,Energy,2018,same_year,2018,0,0.3435,-0.5218,23.9,innovation_technology,people_talent,innovation_technology,0.331,people_talent,-0.2617
COP,ConocoPhillips,Energy,2019,same_year,2019,0,0.5606,-0.2109,39.5,innovation_technology,people_talent,innovation_technology,0.2312,integrity_ethics,-0.1663
COP,ConocoPhillips,Energy,2020,same_year,2020,0,0.5083,-0.328,33.6,innovation_technology,people_talent,innovation_technology,0.1898,integrity_ethics,-0.1613
COP,ConocoPhillips,Energy,2021,same_year,2021,0,0.297,-0.5228,23.9,innovation_technology,people_talent,innovation_technology,0.2453,people_talent,-0.2669
COP,ConocoPhillips,Energy,2022,same_year,2022,0,0.6717,-0.1618,41.9,innovation_technology,sustainability_environment,innovation_technology,0.1684,people_talent,-0.1072
COP,ConocoPhillips,Energy,2023,same_year,2023,0,0.7132,0.1148,55.7,innovation_technology,people_talent,innovation_technology,0.1478,diversity_inclusion,-0.1332
COP,ConocoPhillips,Energy,2024,same_year,2024,0,0.4726,-0.1735,41.3,innovation_technology,people_talent,innovation_technology,0.2467,people_talent,-0.2429
CVX,Chevron,Energy,2016,same_year,2016,0,0.9071,-0.1969,40.2,people_talent,people_talent,customer_focus,0.0666,global_scale_reach,-0.0788
CVX,Chevron,Energy,2017,same_year,2017,0,0.8892,-0.2741,36.3,people_talent,sustainability_environment,customer_focus,0.0697,global_scale_reach,-0.0997
CVX,Chevron,Energy,2018,same_year,2018,0,0.8814,-0.2157,39.2,people_talent,sustainability_environment,customer_focus,0.0698,global_scale_reach,-0.0998
CVX,Chevron,Energy,2019,same_year,2019,0,0.6871,-0.4944,25.3,people_talent,sustainability_environment,quality_excellence,0.0811,sustainability_environment,-0.2149
CVX,Chevron,Energy,2020,same_year,2020,0,0.7951,0.4433,72.2,people_talent,sustainability_environment,customer_focus,0.1487,financial_growth_shareholder,-0.091
CVX,Chevron,Energy,2021,same_year,2021,0,0.7954,0.2435,62.2,people_talent,sustainability_environment,customer_focus,0.1484,global_scale_reach,-0.0941
CVX,Chevron,Energy,2022,same_year,2022,0,0.7221,0.2262,61.3,customer_focus,sustainability_environment,customer_focus,0.1906,diversity_inclusion,-0.1049
CVX,Chevron,Energy,2023,same_year,2023,0,0.8007,0.3427,67.1,integrity_ethics,sustainability_environment,quality_excellence,0.1837,diversity_inclusion,-0.1175
CVX,Chevron,Energy,2024,carried_forward,2023,1,0.8223,0.3938,69.7,integrity_ethics,sustainability_environment,quality_excellence,0.1818,diversity_inclusion,-0.1092
EOG,EOG Resources,Energy,2018,same_year,2018,0,0.2232,-0.4908,25.5,financial_growth_shareholder,people_talent,financial_growth_shareholder,0.8927,people_talent,-0.3964
EOG,EOG Resources,Energy,2019,carried_forward,2018,1,0.1825,-0.6492,17.5,financial_growth_shareholder,people_talent,financial_growth_shareholder,0.9225,people_talent,-0.3101
EOG,EOG Resources,Energy,2020,carried_forward,2018,2,0.1623,-0.6766,16.2,financial_growth_shareholder,people_talent,financial_growth_shareholder,0.9329,people_talent,-0.2862
EOG,EOG Resources,Energy,2021,same_year,2021,0,0.3042,0.3689,68.4,sustainability_environment,people_talent,sustainability_environment,0.8733,people_talent,-0.292
EOG,EOG Resources,Energy,2022,same_year,2022,0,0.3972,0.337,66.9,sustainability_environment,people_talent,sustainability_environment,0.8347,people_talent,-0.2826
EOG,EOG Resources,Energy,2023,carried_forward,2022,1,0.3712,0.292,64.6,sustainability_environment,people_talent,sustainability_environment,0.8521,people_talent,-0.243
EOG,EOG Resources,Energy,2024,carried_forward,2022,2,0.3062,0.1311,56.6,sustainability_environment,people_talent,sustainability_environment,0.8777,people_talent,-0.2693
HAL,Halliburton,Energy,2016,same_year,2016,0,0.4063,0.0476,52.4,people_talent,integrity_ethics,global_scale_reach,0.4589,integrity_ethics,-0.2125
HAL,Halliburton,Energy,2017,same_year,2017,0,0.4285,-0.1123,44.4,people_talent,integrity_ethics,global_scale_reach,0.3404,integrity_ethics,-0.1905
HAL,Halliburton,Energy,2018,same_year,2018,0,0.4946,0.2217,61.1,people_talent,diversity_inclusion,people_talent,0.3805,diversity_inclusion,-0.167
HAL,Halliburton,Energy,2019,carried_forward,2018,1,0.3017,-0.1578,42.1,people_talent,financial_growth_shareholder,global_scale_reach,0.4107,financial_growth_shareholder,-0.3847
HAL,Halliburton,Energy,2020,carried_forward,2018,2,0.3214,-0.1659,41.7,people_talent,financial_growth_shareholder,people_talent,0.4077,financial_growth_shareholder,-0.3517
HAL,Halliburton,Energy,2021,carried_forward,2018,3,0.3797,-0.0093,49.5,people_talent,financial_growth_shareholder,global_scale_reach,0.4159,financial_growth_shareholder,-0.3345
HAL,Halliburton,Energy,2022,carried_forward,2018,4,0.3189,-0.2043,39.8,people_talent,financial_growth_shareholder,people_talent,0.4213,financial_growth_shareholder,-0.3181
HAL,Halliburton,Energy,2023,carried_forward,2018,5,0.3597,-0.134,43.3,people_talent,financial_growth_shareholder,people_talent,0.4202,financial_growth_shareholder,-0.2726
HAL,Halliburton,Energy,2024,carried_forward,2018,6,0.3907,-0.0338,48.3,people_talent,financial_growth_shareholder,people_talent,0.4105,financial_growth_shareholder,-0.2667
MPC,Marathon Petroleum,Energy,2019,same_year,2019,0,0.7485,0.3018,65.1,people_talent,financial_growth_shareholder,customer_focus,0.133,financial_growth_shareholder,-0.1875
MPC,Marathon Petroleum,Energy,2020,same_year,2020,0,0.8135,-0.3513,32.4,integrity_ethics,financial_growth_shareholder,community_social_impact,0.1324,innovation_technology,-0.1489
MPC,Marathon Petroleum,Energy,2021,same_year,2021,0,0.8983,-0.218,39.1,integrity_ethics,financial_growth_shareholder,sustainability_environment,0.0926,innovation_technology,-0.1229
MPC,Marathon Petroleum,Energy,2022,same_year,2022,0,0.9136,-0.0969,45.2,integrity_ethics,financial_growth_shareholder,diversity_inclusion,0.0974,innovation_technology,-0.1139
MPC,Marathon Petroleum,Energy,2023,same_year,2023,0,0.9337,0.0181,50.9,integrity_ethics,financial_growth_shareholder,diversity_inclusion,0.078,innovation_technology,-0.1023
MPC,Marathon Petroleum,Energy,2024,same_year,2024,0,0.9187,0.0009,50.0,integrity_ethics,financial_growth_shareholder,diversity_inclusion,0.0941,innovation_technology,-0.1059
OXY,Occidental Petroleum,Energy,2021,same_year,2021,0,0.5616,0.5212,76.1,sustainability_environment,financial_growth_shareholder,innovation_technology,0.3,financial_growth_shareholder,-0.2335
OXY,Occidental Petroleum,Energy,2022,same_year,2022,0,0.7531,0.6199,81.0,sustainability_environment,sustainability_environment,innovation_technology,0.2573,financial_growth_shareholder,-0.1887
OXY,Occidental Petroleum,Energy,2023,same_year,2023,0,0.5775,0.4797,74.0,sustainability_environment,financial_growth_shareholder,innovation_technology,0.2918,financial_growth_shareholder,-0.2215
OXY,Occidental Petroleum,Energy,2024,same_year,2024,0,0.5762,0.5132,75.7,sustainability_environment,financial_growth_shareholder,customer_focus,0.2126,financial_growth_shareholder,-0.2155
PSX,Phillips 66,Energy,2017,same_year,2017,0,0.755,0.5099,75.5,people_talent,financial_growth_shareholder,customer_focus,0.1672,diversity_inclusion,-0.141
PSX,Phillips 66,Energy,2018,same_year,2018,0,0.7832,0.3518,67.6,financial_growth_shareholder,financial_growth_shareholder,global_scale_reach,0.1401,diversity_inclusion,-0.1353
PSX,Phillips 66,Energy,2019,same_year,2019,0,0.8067,0.4857,74.3,people_talent,financial_growth_shareholder,innovation_technology,0.1232,diversity_inclusion,-0.1311
PSX,Phillips 66,Energy,2020,same_year,2020,0,0.7735,0.2735,63.7,innovation_technology,financial_growth_shareholder,innovation_technology,0.1476,diversity_inclusion,-0.1343
PSX,Phillips 66,Energy,2021,same_year,2021,0,0.7731,0.1102,55.5,customer_focus,financial_growth_shareholder,customer_focus,0.1379,diversity_inclusion,-0.129
PSX,Phillips 66,Energy,2022,same_year,2022,0,0.7913,0.2369,61.8,customer_focus,financial_growth_shareholder,customer_focus,0.1613,diversity_inclusion,-0.1025
PSX,Phillips 66,Energy,2023,carried_forward,2022,1,0.7729,0.2507,62.5,customer_focus,financial_growth_shareholder,customer_focus,0.1601,diversity_inclusion,-0.1228
PSX,Phillips 66,Energy,2024,carried_forward,2022,2,0.7542,0.2454,62.3,customer_focus,financial_growth_shareholder,customer_focus,0.1602,diversity_inclusion,-0.142
SLB,SLB (Schlumberger),Energy,2019,same_year,2019,0,0.5141,0.384,69.2,innovation_technology,people_talent,innovation_technology,0.2169,integrity_ethics,-0.1499
SLB,SLB (Schlumberger),Energy,2020,same_year,2020,0,0.5264,0.4409,72.0,innovation_technology,people_talent,customer_focus,0.2035,diversity_inclusion,-0.1593
SLB,SLB (Schlumberger),Energy,2021,same_year,2021,0,0.5069,0.3473,67.4,innovation_technology,people_talent,innovation_technology,0.2772,diversity_inclusion,-0.1469
SLB,SLB (Schlumberger),Energy,2022,same_year,2022,0,0.7368,0.3223,66.1,innovation_technology,people_talent,customer_focus,0.1814,financial_growth_shareholder,-0.1431
SLB,SLB (Schlumberger),Energy,2023,carried_forward,2022,1,0.6401,0.0268,51.3,innovation_technology,financial_growth_shareholder,customer_focus,0.1886,financial_growth_shareholder,-0.2245
SLB,SLB (Schlumberger),Energy,2024,carried_forward,2022,2,0.594,-0.0555,47.2,innovation_technology,financial_growth_shareholder,customer_focus,0.1882,financial_growth_shareholder,-0.2264
VLO,Valero Energy,Energy,2020,same_year,2020,0,0.5073,0.155,57.8,innovation_technology,people_talent,innovation_technology,0.2091,diversity_inclusion,-0.1911
VLO,Valero Energy,Energy,2021,same_year,2021,0,0.5453,0.1943,59.7,innovation_technology,people_talent,innovation_technology,0.1819,diversity_inclusion,-0.1942
VLO,Valero Energy,Energy,2022,same_year,2022,0,0.6858,0.2264,61.3,innovation_technology,sustainability_environment,innovation_technology,0.1676,diversity_inclusion,-0.1601
